title,authors,categories,thumbnail,average_rating
The Hyperion Omnibus,Dan Simmons,Fiction,http://books.google.com/books/content?id=b2ReHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.42
Elbow Room,Daniel Clement Dennett,Philosophy,http://books.google.com/books/content?id=P4NtNzOKxycC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.92
A Journal of the Plague Year,Daniel Defoe,Fiction,http://books.google.com/books/content?id=ANkRLiSUG24C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.53
Robinson Crusoe,Daniel Defoe,Fiction,http://books.google.com/books/content?id=0Xhfyz152GgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67
Robinson Crusoe,Daniel Defoe,Juvenile Fiction,http://books.google.com/books/content?id=or5IfwJKSUcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67
Moll Flanders,Daniel Defoe,Fiction,http://books.google.com/books/content?id=kzuSuZj03P8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.52
Robinson Crusoe,Daniel Defoe;Michael Shinagel,Fiction,http://books.google.com/books/content?id=mqSfQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67
Social Intelligence,Daniel Goleman,Psychology,http://books.google.com/books/content?id=akQLxTM-5_8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98
Healing Emotions,Daniel Goleman,Health & Fitness,http://books.google.com/books/content?id=w7xvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.05
Betty Friedan and the Making of The Feminine Mystique,Daniel Horowitz,Political Science,http://books.google.com/books/content?id=szJCHwWNwp8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.59
Hitler's Willing Executioners,Daniel Jonah Goldhagen,Antisemitism,http://books.google.com/books/content?id=L11gQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68
Flowers for Algernon,Daniel Keyes,Fiction,http://books.google.com/books/content?id=NRWlitmahXkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.11
Breaking Open the Head,Daniel Pinchbeck,Hallucinogenic drugs,http://books.google.com/books/content?id=QIMaviqqoQoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06
What Jane Austen Ate and Charles Dickens Knew,Daniel Pool,Education,http://books.google.com/books/content?id=HKj8jUM630EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.85
The Family that Couldn't Sleep,Daniel T. Max,Health & Fitness,http://books.google.com/books/content?id=oKjqwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
Star Wars,Daniel Wallace,Fiction,http://books.google.com/books/content?id=HrYGhLXC_mkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96
Ecuador & the Galápagos Islands,Danny Palmerlee;Michael Grosberg;Carolyn McCarthy,Travel,http://books.google.com/books/content?id=3l4dypdvRXAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
Dante's Inferno,Dante (Alighieri);Dante Alighieri,Poetry,http://books.google.com/books/content?id=TPkqYo-6QwkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4
"The Comedy of Dante Alighieri, the Florentine: Purgatory",Dante Alighieri,Poetry,http://books.google.com/books/content?id=sQb_yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
Divina Commedia. English,Dante Alighieri,Poetry,http://books.google.com/books/content?id=PCLZxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
Divina Commedia. English,Dante Alighieri,Poetry,http://books.google.com/books/content?id=wMZdyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95
The Portable Dante,Dante Alighieri,Fiction,http://books.google.com/books/content?id=GlJo4h4KEPQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.23
Inferno,Dante Alighieri,Literary Criticism,http://books.google.com/books/content?id=SZk6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4
The Divine Comedy,Dante Alighieri;Charles Hubert Sisson;David H. Higgins,Poetry,http://books.google.com/books/content?id=wmacUwleJv8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.07
Caucasia,Danzy Senna,Fiction,http://books.google.com/books/content?id=QxVzAvWnd8IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
The Last Shot,Darcy Frey,Sports & Recreation,http://books.google.com/books/content?id=VXp3l0ZXZscC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.16
Anatomy of a Boyfriend,Daria Snadowsky,Juvenile Fiction,http://books.google.com/books/content?id=6Cv-2d_IH3AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.41
The African-American Odyssey,Darlene Clark Hine;William C. Hine;Stanley Harrold,History,http://books.google.com/books/content?id=rcemAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95
Economic Origins of Dictatorship and Democracy,Daron Acemoglu;James A. Robinson,Business & Economics,http://books.google.com/books/content?id=gzdbfu55IGgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.93
The Power of Infinite Love & Gratitude,Darren R. Weissman,Health & Fitness,http://books.google.com/books/content?id=P6y0mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11
Trials of Death,Darren Shan,Juvenile Fiction,http://books.google.com/books/content?id=99CCPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.25
Vampire Mountain,Darren Shan,Juvenile Fiction,http://books.google.com/books/content?id=lR-4QT-8JpcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
Brando Unzipped,Darwin Porter,Biography & Autobiography,http://books.google.com/books/content?id=Ufj7vvPLiIgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.55
The Dain Curse,Dashiell Hammett,Continental Op (Fictitious character),http://books.google.com/books/content?id=Q7NuHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83
Red Harvest,Dashiell Hammett,Continental Op (Fictitious character),http://books.google.com/books/content?id=gDKAPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98
The Continental Op,Dashiell Hammett,Continental Op (Fictitious character),http://books.google.com/books/content?id=e2aZPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15
The Maltese Falcon,Dashiell Hammett,Crime investigations,http://books.google.com/books/content?id=zHE9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91
Firefighters in the Dark,Dashka Slater;Nicoletta Ceccoli,Juvenile Fiction,http://books.google.com/books/content?id=Ee5sT-sVtyoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62
Galileo's Daughter,Dava Sobel,Astronomers,http://books.google.com/books/content?id=SEpCrFCkwscC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76
Longitude,Dava Sobel;Neil Armstrong,Science,http://books.google.com/books/content?id=0v6DBAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96
The Illustrated Longitude,Dava Sobel;William J.H. Andrewes,Science,http://books.google.com/books/content?id=eKofHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09
You Shall Know Our Velocity,Dave Eggers,Fiction,http://books.google.com/books/content?id=qsrcF0D3JLkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63
The Best of McSweeney's,Dave Eggers,"Short stories, American",http://books.google.com/books/content?id=TG0sAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81
You Shall Know Our Velocity!,Dave Eggers,Fiction,http://books.google.com/books/content?id=ucF8nY4gdAUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63
Created In Darkness By Troubled Americans,Dave Eggers,Humor,http://books.google.com/books/content?id=7xk1qkWXV_AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76
Timothy McSweeney's,Dave Eggers,Fiction,http://books.google.com/books/content?id=2CHuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.73
How We are Hungry,Dave Eggers,Fiction,http://books.google.com/books/content?id=1sALAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75
McSweeney's,Dave Eggers,Fiction,http://books.google.com/books/content?id=PYLUzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72
What is the what,Dave Eggers,Fiction,http://books.google.com/books/content?id=Ps8LAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16
McSweeney's,Dave Eggers,Fiction,http://books.google.com/books/content?id=o7cuHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81
Power of An Hour,Dave Lakhani,Business & Economics,http://books.google.com/books/content?id=idPQNAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.31
"The Girl, the Dragon, and the Wild Magic",Dave Luckett,Juvenile Fiction,http://books.google.com/books/content?id=1wpcGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86
Strawberry Days,David A. Neiwert,History,http://books.google.com/books/content?id=iO3zwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97
American Sign Language The Easy Way,David A. Stewart;Elizabeth Stewart;Jessalyn Little,Language Arts & Disciplines,http://books.google.com/books/content?id=QrR4_JF8PGoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72
The Giraffe who was Afraid of Heights,David A. Ufer,Juvenile Fiction,http://books.google.com/books/content?id=j2IzKQUJB4IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81
Zondervan Handbook to the Bible,David Alexander;Pat Alexander,Religion,http://books.google.com/books/content?id=nbhjHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14
Getting Things Done,David Allen,Business & Economics,http://books.google.com/books/content?id=D4MD-XKAbD4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99
Skellig,David Almond,Juvenile Fiction,http://books.google.com/books/content?id=rbvZ3g0WOicC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79
Harry Potter and Philosophy,David Baggett;Shawn Klein;William Irwin,Fiction,http://books.google.com/books/content?id=Gz8t2MttEQUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.48
Hour Game,David Baldacci,Fiction,http://books.google.com/books/content?id=A0i1qocdUhEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97
Absolute Power,David Baldacci,Murder,http://books.google.com/books/content?id=7MPcbr9ZgTcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16
The Collectors,David Baldacci,Fiction,http://books.google.com/books/content?id=qic4S8rFAMwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
Saving Faith,David Baldacci,Fiction,http://books.google.com/books/content?id=twgvDm-fjRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86
Last Man Standing,David Baldacci,English fiction,http://books.google.com/books/content?id=7vc6jMHADcAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05
The Wealthy Barber,David Barr Chilton,"Finance, Personal",http://books.google.com/books/content?id=y8vSAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
Propaganda and the Public Mind,David Barsamian;Noam Chomsky,Language and languages,http://books.google.com/books/content?id=nTMEirKUw-QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.05
E,David Bodanis,Science,http://books.google.com/books/content?id=z20AAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09
E=mc2,David Bodanis,Science,http://books.google.com/books/content?id=Y5FwQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09
Moonage Daydream,David Bowie,Music,http://books.google.com/books/content?id=fZwgtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.3
The Chaneysville Incident,David Bradley,History,http://books.google.com/books/content?id=zYOcrhUIRX4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96
Brightness Reef,David Brin,Fiction,http://books.google.com/books/content?id=l-N0RXekUocC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
Insects & Spiders,David Burnie,Juvenile Nonfiction,http://books.google.com/books/content?id=FVjGCv2lXdsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.33
Flowers,David Burnie,Juvenile Nonfiction,http://books.google.com/books/content?id=1DsEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
Tree,David Burnie,Juvenile Nonfiction,http://books.google.com/books/content?id=Qwsqj2INT1QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07
Animal,David Burnie;Don E. Wilson,Zoology,http://books.google.com/books/content?id=g8Z5PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.52
Berlioz,David Cairns,Biography & Autobiography,http://books.google.com/books/content?id=EwIskvIA5yQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.27
The Wealthy Barber,David Chilton,"Finance, Personal",http://books.google.com/books/content?id=RFqve7JN1l8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
The Magical Worlds of the Lord of the Rings,David Colbert,Fiction,http://books.google.com/books/content?id=YLeKUmRahP4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08
The Feeling Good Handbook,David D. Burns,Psychology,http://books.google.com/books/content?id=akVIQFz0Cx4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
Ten Days to Self-Esteem,David D. Burns,Self-Help,http://books.google.com/books/content?id=vvPNyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97
James Dean,David Dalton,Biography & Autobiography,http://books.google.com/books/content?id=CfiE4x4V_PAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.07
Tolkien,David Day,Fiction,http://books.google.com/books/content?id=Nzh93npJTe4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.13
American Tragedy,David E. Kaiser,History,http://books.google.com/books/content?id=3nDsj5ySmtAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.5
The Belgariad V.2,David Eddings,Fantasy,http://books.google.com/books/content?id=gCvDmgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28
Queen of Sorcery,David Eddings,Fantasy fiction,http://books.google.com/books/content?id=h-KhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14
Castle of Wizardry,David Eddings,Fantasy fiction,http://books.google.com/books/content?id=BNADx9wti8gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
Wittgenstein's Poker,David Edmonds;John Eidinow,Philosophy,http://books.google.com/books/content?id=9Ahdyu6ygXEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75
Stephen Hawking's Universe,David Filkin,Science,http://books.google.com/books/content?id=Q1XgUZzNFGoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28
Making and Mastering Wood Planes,David Finck;James Krenov,Crafts & Hobbies,http://books.google.com/books/content?id=jlgtNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1
Franz Kafka's The Castle,David Fishelson;Aaron Leichter,Drama,http://books.google.com/books/content?id=5V797rJcqXUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07
Oblivion,David Foster Wallace,Fiction,http://books.google.com/books/content?id=yE6lPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07
Consider the Lobster,David Foster Wallace,Literary Criticism & Collections,http://books.google.com/books/content?id=h1xpAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.25
A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,Humor,http://books.google.com/books/content?id=QkhpvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.27
A Supposedly Fun Thing I'll Never Do Again,David Foster Wallace,Popular culture,http://books.google.com/books/content?id=4ipaMAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.27
Brief Interviews with Hideous Men,David Foster Wallace,Misogyny,http://books.google.com/books/content?id=UCWwQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
Girl with Curious Hair,David Foster Wallace,Fiction,http://books.google.com/books/content?id=cn_rcmInIS8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.88
Change Or Die,David Foster Wallace;Mary Gaitkill;Irvine Welsh;David Berman;Delmore Schwartz,American literature,http://books.google.com/books/content?id=R9kiPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68
The Swords of Night and Day,David Gemmell,Drenai (Imaginary place),http://books.google.com/books/content?id=_lAbcRWV2N4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.31
Shoot the Piano Player,David Goodis,Fiction,http://books.google.com/books/content?id=t_9MDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
The Blonde on the Street Corner,David Goodis,Fiction,http://books.google.com/books/content?id=CkrzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72
Of Tender Sin,David Goodis,Fiction,http://books.google.com/books/content?id=r0kFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69
Dinner With A Perfect Stranger,David Gregory,Fiction,http://books.google.com/books/content?id=c_852hpb5-sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98
Greek Tragedies,David Grene;Richmond Lattimore,Literary Criticism,http://books.google.com/books/content?id=2ZE50d6fipUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28
Growing Old in America,David Hackett Fischer,Religion,http://books.google.com/books/content?id=LCnnCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.2
Albion's Seed,David Hackett Fischer,Fiction,http://books.google.com/books/content?id=GOYg58I7g30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.31
Paul Revere's Ride,David Hackett Fischer,Art,http://books.google.com/books/content?id=Ny6if53o9hwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.11
The Great Wave,David Hackett Fischer,Business & Economics,http://books.google.com/books/content?id=o8ea33eCFQgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.96
Lucifer's Shadow,David Hewson,Fiction,http://books.google.com/books/content?id=JcyMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.58
Philosophy of Mind,David John Chalmers,Philosophy,http://books.google.com/books/content?id=rtEo8PRjpVoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07
The Working Poor,David K. Shipler,Social Science,http://books.google.com/books/content?id=3cpvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
The Faiths of the Founding Fathers,David L. Holmes,Biography & Autobiography,http://books.google.com/books/content?id=Ux9nDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.86
War of the Rats,David L. Robbins,Fiction,http://books.google.com/books/content?id=YAZ6r_SDgToC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11
The Realm of Possibility,David Levithan,Juvenile Fiction,http://books.google.com/books/content?id=FXl4Nc1GnSQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93
Are We There Yet?,David Levithan,Juvenile Fiction,http://books.google.com/books/content?id=PFJoGQwfuIAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.5
This is Push,David Levithan,Juvenile Fiction,http://books.google.com/books/content?id=Yerq73mtGYUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.62
10 Things I Hate about You,David Levithan;Karen McCullah Lutz;Kirsten Smith,Dating (Social customs),http://books.google.com/books/content?id=UkSIGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11
Wonder of the World,David Lindsay-Abaire,Drama,http://books.google.com/books/content?id=t1eMMBLXGd0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94
